job_title,Skills_Text,Skills_Text_Display,Cluster,Role
Machine Learning Engineer (Remote Position),"c, c++, data visualization, git, java, machine learning, matlab, python, r, sql","c, c++, data visualization, git, java, machine learning, matlab, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, data science, machine learning, python, r, sql","aws, c, data science, machine learning, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer (CV/NLP/Multimodal/LLM) Graduate (E-Commerce Governance) - 2025 Start (BS/MS),"aws, c, c++, computer vision, deep learning, linux, machine learning, nlp, python, r","aws, c, c++, computer vision, deep learning, linux, machine learning, nlp, python, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
"Machine Learning Engineer, Computer Vision","aws, c, computer vision, machine learning, python, pytorch, r, scala, spark, tensorflow","aws, c, computer vision, machine learning, python, pytorch, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer, TikTok Branding Ads","aws, c, c++, data science, deep learning, machine learning, nlp, python, r, scala","aws, c, c++, data science, deep learning, machine learning, nlp, python, r, scala",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Data Scientist,"aws, azure, c, data science, data visualization, gcp, git, machine learning, numpy, pandas, power bi, python, pytorch, r, scala, sql, statistical modeling, tableau, tensorflow","aws, azure, c, data science, data visualization, gcp, git, machine learning, numpy, pandas, power bi...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer Graduate (E-Commerce Risk Control) - 2025 Start (MS),"aws, c, hadoop, machine learning, neural networks, python, r, software engineering, sql","aws, c, hadoop, machine learning, neural networks, python, r, software engineering, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, computer vision, pytorch, r","c, computer vision, pytorch, r",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer - Gen AI,"c, deep learning, gcp, git, kubernetes, large language models, machine learning, python, pytorch, r, scala, spark, tensorflow","c, deep learning, gcp, git, kubernetes, large language models, machine learning, python, pytorch, r,...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer Graduate (eCommerce Recommendation) - 2025 Start (BS/MA),"aws, c, c++, deep learning, machine learning, neural networks, python, pytorch, r, tensorflow","aws, c, c++, deep learning, machine learning, neural networks, python, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Software Engineer (Early Career),"aws, c, python, r, scala, software engineering, spark","aws, c, python, r, scala, software engineering, spark",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer,"c, docker, gcp, git, machine learning, numpy, python, pytorch, r, typescript","c, docker, gcp, git, machine learning, numpy, python, pytorch, r, typescript",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer,"aws, c, cloud computing, data science, databricks, docker, feature engineering, git, kubernetes, machine learning, pandas, python, pytorch, r, scala, spark, tensorflow","aws, c, cloud computing, data science, databricks, docker, feature engineering, git, kubernetes, mac...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer Intern (Search E-commerce) - 2025 Summer (MS),"aws, c, machine learning, nlp, r","aws, c, machine learning, nlp, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
AI Platform Software Engineer Intern,"azure, c, machine learning, python, r, scala","azure, c, machine learning, python, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Data Scientist,"c, data science, data visualization, pandas, python, r, scala, statistical modeling","c, data science, data visualization, pandas, python, r, scala, statistical modeling",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
"Machine Learning Engineer, TikTok Branding Ads","aws, c, c++, data science, deep learning, machine learning, nlp, python, r, scala","aws, c, c++, data science, deep learning, machine learning, nlp, python, r, scala",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer - New Verticals Catalog,"aws, c, machine learning, nlp, python, pytorch, r, tensorflow","aws, c, machine learning, nlp, python, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Associate Software Engineer, Backend Python","aws, azure, c, databases, gcp, python, r, scala, sql","aws, azure, c, databases, gcp, python, r, scala, sql",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
ML Perception Software Engineer,"aws, c, computer vision, machine learning, r","aws, c, computer vision, machine learning, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer,"aws, azure, c, computer vision, deep learning, diffusion models, feature engineering, large language models, machine learning, nlp, python, pytorch, r, scala, tensorflow, transformers","aws, azure, c, computer vision, deep learning, diffusion models, feature engineering, large language...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer,"aws, c, data science, databases, deep learning, docker, git, kubernetes, large language models, machine learning, nlp, python, r, spark, sql","aws, c, data science, databases, deep learning, docker, git, kubernetes, large language models, mach...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Model Engineer - Advertising - Recommendation Systems,"aws, c, databases, git, machine learning, python, pytorch, r, scala, software engineering, spark, sql, tensorflow","aws, c, databases, git, machine learning, python, pytorch, r, scala, software engineering, spark, sq...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer, Fine-Tuning API","c, kubernetes, machine learning, python, r, software engineering","c, kubernetes, machine learning, python, r, software engineering",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer Intern (E-commerce-Intelligent Customer Service) - 2025 Summer/Fall (MS),"aws, c, c++, deep learning, hadoop, java, machine learning, nlp, python, pytorch, r, spark, tensorflow","aws, c, c++, deep learning, hadoop, java, machine learning, nlp, python, pytorch, r, spark, tensorfl...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer II,"aws, azure, c, cloud computing, data visualization, databases, feature engineering, gcp, machine learning, python, pytorch, r, scala, spark, sql, tableau, tensorflow","aws, azure, c, cloud computing, data visualization, databases, feature engineering, gcp, machine lea...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Software Engineer 4 - TV & Web Player Platform,"c, java, javascript, node.js, r, software engineering","c, java, javascript, node.js, r, software engineering",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Senior Software Engineer, Data & ML Infrastructure","aws, azure, c, gcp, git, github, java, kubernetes, machine learning, python, r","aws, azure, c, gcp, git, github, java, kubernetes, machine learning, python, r",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer, Public Sector","aws, c, computer vision, deep learning, gcp, java, javascript, machine learning, python, pytorch, r, scala, tensorflow","aws, c, computer vision, deep learning, gcp, java, javascript, machine learning, python, pytorch, r,...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"aws, c, computer vision, databases, deep learning, git, hadoop, java, linux, machine learning, nlp, python, pytorch, r, scala, software engineering, sql, tensorflow","aws, c, computer vision, databases, deep learning, git, hadoop, java, linux, machine learning, nlp, ...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer, Adobe Firefly Services","aws, c, diffusion models, git, kubernetes, machine learning, python, pytorch, r, scala, transformers","aws, c, diffusion models, git, kubernetes, machine learning, python, pytorch, r, scala, transformers",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"aws, c, data science, databricks, feature engineering, git, github, machine learning, python, pytorch, r, scala, spark, sql","aws, c, data science, databricks, feature engineering, git, github, machine learning, python, pytorc...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Data Scientist,"c, git, machine learning, numpy, pandas, python, r, sql, tensorflow","c, git, machine learning, numpy, pandas, python, r, sql, tensorflow",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Software Engineer - Machine Learning,"aws, c, computer vision, machine learning, nlp, r","aws, c, computer vision, machine learning, nlp, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer Intern (Search Ads) - 2025 Summer (BS/MS),"aws, c, c++, deep learning, feature engineering, machine learning, nlp, python, r","aws, c, c++, deep learning, feature engineering, machine learning, nlp, python, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Research Scientist / Machine Learning Engineer,"c, deep learning, machine learning, python, pytorch, r, software engineering, tensorflow","c, deep learning, machine learning, python, pytorch, r, software engineering, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, computer vision, deep learning, machine learning, r","c, computer vision, deep learning, machine learning, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Senior Machine Learning Engineer - Behaviors,"c, c++, computer vision, deep learning, machine learning, neural networks, python, pytorch, r, software engineering","c, c++, computer vision, deep learning, machine learning, neural networks, python, pytorch, r, softw...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Software Engineer - Pretraining Data,"c, r, scala, spark","c, r, scala, spark",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer - New Verticals,"aws, c, computer vision, machine learning, python, pytorch, r, tensorflow","aws, c, computer vision, machine learning, python, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, machine learning, nlp, pytorch, r","c, machine learning, nlp, pytorch, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
R&D AI Software Engineer / End-to-End Machine Learning Engineer / RAG and LLM,"c, data science, git, github, machine learning, python, r, software engineering, transformers","c, data science, git, github, machine learning, python, r, software engineering, transformers",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Software Engineer - AI Training Data,"c, large language models, machine learning, r, scala, software engineering","c, large language models, machine learning, r, scala, software engineering",4,"Cluster 4 (large language models, scala, c, aws, r)"
Software Engineer - Machine Learning,"aws, azure, c, cloud computing, computer vision, databases, machine learning, nlp, python, r, scala, software engineering, sql","aws, azure, c, cloud computing, computer vision, databases, machine learning, nlp, python, r, scala,...",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Software Engineer - Machine Learning,"aws, c, computer vision, git, machine learning, r, scala","aws, c, computer vision, git, machine learning, r, scala",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer Graduate (eCommerce Recommendation) - 2025 Start (BS/MA),"aws, c, c++, deep learning, machine learning, neural networks, python, pytorch, r, tensorflow","aws, c, c++, deep learning, machine learning, neural networks, python, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Perception Engineer,"c, computer vision, machine learning, python, pytorch, r","c, computer vision, machine learning, python, pytorch, r",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Software Engineer - ML,"c, computer vision, deep learning, machine learning, python, pytorch, r, scala, tensorflow","c, computer vision, deep learning, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Data Scientist,"c, data visualization, databases, r, scala","c, data visualization, databases, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, data science, docker, machine learning, nlp, python, r, scala, software engineering","aws, c, data science, docker, machine learning, nlp, python, r, scala, software engineering",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
"Machine Learning Engineer, Integrity","c, data science, deep learning, large language models, machine learning, pytorch, r, scala, software engineering, tensorflow, transformers","c, data science, deep learning, large language models, machine learning, pytorch, r, scala, software...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer (LLM / NLP),"aws, c, data science, feature engineering, git, machine learning, nlp, python, pytorch, r, software engineering, tensorflow, transformers","aws, c, data science, feature engineering, git, machine learning, nlp, python, pytorch, r, software ...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer - New Verticals Catalog,"aws, c, machine learning, nlp, python, pytorch, r, tensorflow","aws, c, machine learning, nlp, python, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
AI Engineer/Data Scientist (W2),"c, docker, kubernetes, linux, python, pytorch, r, scala, tensorflow","c, docker, kubernetes, linux, python, pytorch, r, scala, tensorflow",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer - New Verticals Catalog,"aws, c, machine learning, nlp, python, pytorch, r, tensorflow","aws, c, machine learning, nlp, python, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, r, software engineering, transformers","c, r, software engineering, transformers",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, machine learning, python, pytorch, r, scala, software engineering, tensorflow","c, machine learning, python, pytorch, r, scala, software engineering, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Software Engineer - ML,"c, computer vision, deep learning, machine learning, python, pytorch, r, scala, tensorflow","c, computer vision, deep learning, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, deep learning, git, machine learning, nlp, python, pytorch, r, tensorflow","c, deep learning, git, machine learning, nlp, python, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Research Engineer,"c, large language models, machine learning, r","c, large language models, machine learning, r",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Machine Learning Engineer, Computer Vision","aws, c, computer vision, machine learning, python, pytorch, r, scala, spark, tensorflow","aws, c, computer vision, machine learning, python, pytorch, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Model Engineer - Advertising - Ranking,"aws, c, databases, git, machine learning, python, pytorch, r, scala, software engineering, spark, sql, tensorflow","aws, c, databases, git, machine learning, python, pytorch, r, scala, software engineering, spark, sq...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Sr. Machine Learning Engineer,"aws, c, data science, git, machine learning, python, r","aws, c, data science, git, machine learning, python, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Data Scientist, 1+ Years of Experience","aws, c, data science, git, machine learning, python, r, sql, statistical modeling","aws, c, data science, git, machine learning, python, r, sql, statistical modeling",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer Graduate (E-Commerce Risk Control) - 2025 Start (MS),"aws, c, hadoop, machine learning, neural networks, python, r, software engineering, sql","aws, c, hadoop, machine learning, neural networks, python, r, software engineering, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, E-commerce Feed Recommendation","aws, c, c++, deep learning, feature engineering, machine learning, neural networks, python, pytorch, r, tensorflow","aws, c, c++, deep learning, feature engineering, machine learning, neural networks, python, pytorch,...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Software Engineer, API","aws, c, node.js, python, r, typescript","aws, c, node.js, python, r, typescript",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, deep learning, feature engineering, large language models, machine learning, neural networks, python, pytorch, r, spark, sql, tensorflow","aws, c, deep learning, feature engineering, large language models, machine learning, neural networks...",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Machine Learning Engineer, Chicago","aws, azure, c, cloud computing, data science, deep learning, docker, java, javascript, kubernetes, machine learning, neural networks, python, r, scala","aws, azure, c, cloud computing, data science, deep learning, docker, java, javascript, kubernetes, m...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"c, c++, computer vision, deep learning, machine learning, matlab, python, r","c, c++, computer vision, deep learning, machine learning, matlab, python, r",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Senior Data Scientist - NLP/LLM,"c, databases, deep learning, docker, large language models, machine learning, nlp, python, pytorch, r, scala, tensorflow, transformers","c, databases, deep learning, docker, large language models, machine learning, nlp, python, pytorch, ...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Data Scientist,"aws, azure, c, data science, data visualization, gcp, git, machine learning, numpy, pandas, power bi, python, pytorch, r, scala, sql, statistical modeling, tableau, tensorflow","aws, azure, c, data science, data visualization, gcp, git, machine learning, numpy, pandas, power bi...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
"Machine Learning Engineer - Recommendation System, Quora (Remote)","c, c++, feature engineering, machine learning, python, r, scala","c, c++, feature engineering, machine learning, python, r, scala",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"aws, c, data science, hadoop, machine learning, pandas, python, pytorch, r, scala, spark, sql, statistical modeling, tensorflow","aws, c, data science, hadoop, machine learning, pandas, python, pytorch, r, scala, spark, sql, stati...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Software Engineer - ML,"c, computer vision, deep learning, machine learning, python, pytorch, r, scala, tensorflow","c, computer vision, deep learning, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Data Scientist I,"c, data science, data visualization, machine learning, python, r, sql","c, data science, data visualization, machine learning, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer Graduate (E-Commerce Supply Chain & Logistics) - 2025 Start (MS),"aws, c, deep learning, machine learning, r, software engineering","aws, c, deep learning, machine learning, r, software engineering",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer II - Data and Insights,"aws, c, java, machine learning, python, pytorch, r, scala, tensorflow","aws, c, java, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning SOC Engineer,"agile software development, c, c++, git, machine learning, python, pytorch, r, tensorflow","agile software development, c, c++, git, machine learning, python, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, Content Understanding","aws, c, computer vision, deep learning, machine learning, nlp, pytorch, r, tensorflow","aws, c, computer vision, deep learning, machine learning, nlp, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer - Trust and Safety,"aws, c, computer vision, deep learning, machine learning, nlp, python, r, scala, software engineering","aws, c, computer vision, deep learning, machine learning, nlp, python, r, scala, software engineerin...",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer,"c, feature engineering, machine learning, python, r, scala","c, feature engineering, machine learning, python, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, cloud computing, data analytics, data science, data visualization, deep learning, docker, gcp, git, github, java, large language models, machine learning, nlp, numpy, python, pytorch, r, scala, spark, sql","aws, c, cloud computing, data analytics, data science, data visualization, deep learning, docker, gc...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
AI Software Engineer,"c, databases, git, nlp, python, pytorch, r, sql, tensorflow","c, databases, git, nlp, python, pytorch, r, sql, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Software Engineer (Backend, ML)","c, python, r, scala, typescript","c, python, r, scala, typescript",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Data Scientist,"c, data visualization, machine learning, python, r, sql","c, data visualization, machine learning, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, computer vision, databricks, deep learning, machine learning, pytorch, r, scala, tensorflow","aws, c, computer vision, databricks, deep learning, machine learning, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
AI Machine Learning Engineer - Personalization - SF,"c, databricks, r, scala","c, databricks, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, data science, databases, machine learning, mysql, r, sql","c, data science, databases, machine learning, mysql, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Infrastructure Engineer (All Levels),"c, databricks, kubernetes, machine learning, python, pytorch, r, scala, tensorflow","c, databricks, kubernetes, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Software Engineer - AI Training Data,"c, large language models, machine learning, r, scala, software engineering","c, large language models, machine learning, r, scala, software engineering",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer | Data Science & Analytics,"c, data analytics, data science, docker, kubernetes, machine learning, python, pytorch, r, scala, spark, sql, tensorflow","c, data analytics, data science, docker, kubernetes, machine learning, python, pytorch, r, scala, sp...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Research Machine Learning Engineer (L5),"c, machine learning, r","c, machine learning, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, data analytics, databases, large language models, machine learning, python, pytorch, r, tensorflow","aws, c, data analytics, databases, large language models, machine learning, python, pytorch, r, tens...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer - Computer Vision,"aws, c, machine learning, nlp, python, r, software engineering","aws, c, machine learning, nlp, python, r, software engineering",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
"Machine Learning Engineer, AGIF","aws, c, r","aws, c, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Data Scientist,"c, data science, data wrangling, feature engineering, machine learning, python, r, sql, statistical modeling","c, data science, data wrangling, feature engineering, machine learning, python, r, sql, statistical ...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer - AIC Core,"c, c++, deep learning, machine learning, python, pytorch, r, scala, tensorflow","c, c++, deep learning, machine learning, python, pytorch, r, scala, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Software Engineer, Machine Learning","c, data science, databases, machine learning, node.js, python, r, sql, web development","c, data science, databases, machine learning, node.js, python, r, sql, web development",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, Multimodality","aws, c, c++, deep learning, machine learning, nlp, python, pytorch, r, tensorflow","aws, c, c++, deep learning, machine learning, nlp, python, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Associate Data Scientist,"azure, c, data science, databricks, machine learning, python, r, scala, sql","azure, c, data science, databricks, machine learning, python, r, scala, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, AI Platform (FULLY REMOTE, USA ONLY)","aws, azure, c, databases, docker, gcp, git, kubernetes, machine learning, python, pytorch, r, scala, software engineering, sql, tensorflow","aws, azure, c, databases, docker, gcp, git, kubernetes, machine learning, python, pytorch, r, scala,...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Research Scientist/Engineer, AI/ML for Drug Discovery","c, deep learning, machine learning, neural networks, pytorch, r, scala, software engineering","c, deep learning, machine learning, neural networks, pytorch, r, scala, software engineering",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Operations Engineer,"aws, c, docker, git, github, kubernetes, linux, machine learning, python, r, scala, software engineering, spark","aws, c, docker, git, github, kubernetes, linux, machine learning, python, r, scala, software enginee...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"azure, c, machine learning, pandas, python, pytorch, r, sql, tensorflow","azure, c, machine learning, pandas, python, pytorch, r, sql, tensorflow",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer,"aws, c, c++, cloud computing, computer vision, git, large language models, machine learning, python, pytorch, r, scala, software engineering","aws, c, c++, cloud computing, computer vision, git, large language models, machine learning, python,...",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Associate Software Engineer, Backend Python","aws, azure, c, databases, gcp, python, r, scala, sql","aws, azure, c, databases, gcp, python, r, scala, sql",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"aws, c, git, github, machine learning, python, r, scala, typescript","aws, c, git, github, machine learning, python, r, scala, typescript",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Software Engineer, Systems ML - Compilers","c, c++, deep learning, git, machine learning, neural networks, python, pytorch, r, scala, tensorflow","c, c++, deep learning, git, machine learning, neural networks, python, pytorch, r, scala, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"aws, c, cloud computing, docker, machine learning, python, pytorch, r","aws, c, cloud computing, docker, machine learning, python, pytorch, r",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning SOC Engineer,"agile software development, c, c++, git, machine learning, python, pytorch, r, tensorflow","agile software development, c, c++, git, machine learning, python, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"c, deep learning, git, machine learning, nlp, python, pytorch, r, tensorflow","c, deep learning, git, machine learning, nlp, python, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer II - Data and Insights,"aws, c, java, machine learning, python, pytorch, r, scala, tensorflow","aws, c, java, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer, Feed Quality","aws, c, c++, machine learning, python, r","aws, c, c++, machine learning, python, r",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Software Engineer, Machine Learning","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning (ML) Engineer,"big data analytics, c, data analytics, git, machine learning, python, r, scala","big data analytics, c, data analytics, git, machine learning, python, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, c++, computer vision, databases, deep learning, docker, linux, machine learning, python, pytorch, r, tensorflow","aws, c, c++, computer vision, databases, deep learning, docker, linux, machine learning, python, pyt...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Software Engineer, Machine Learning","c, c++, git, java, javascript, machine learning, python, pytorch, r, scala, software engineering","c, c++, git, java, javascript, machine learning, python, pytorch, r, scala, software engineering",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Staff Analytics and Data Engineer,"c, data analytics, databricks, power bi, python, r, scala, sql, tableau","c, data analytics, databricks, power bi, python, r, scala, sql, tableau",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, Public Sector","aws, c, computer vision, deep learning, gcp, java, javascript, machine learning, python, pytorch, r, scala, tensorflow","aws, c, computer vision, deep learning, gcp, java, javascript, machine learning, python, pytorch, r,...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"aws, c, data science, git, machine learning, python, r, sql","aws, c, data science, git, machine learning, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, cloud computing, css, databases, git, html, java, javascript, linux, machine learning, neural networks, nlp, node.js, pandas, python, pytorch, r, reactjs, scala, sql, tensorflow","c, cloud computing, css, databases, git, html, java, javascript, linux, machine learning, neural net...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Software Engineer, Front End","c, css, firebase, html, r, software engineering, typescript","c, css, firebase, html, r, software engineering, typescript",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, Content Understanding","aws, c, computer vision, deep learning, machine learning, nlp, pytorch, r, tensorflow","aws, c, computer vision, deep learning, machine learning, nlp, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
