Intern ID,Skills_Text
intern_0627,"data analytics, deep learning, english proficiency (spoken), english proficiency (written), ms-excel, machine learning, power bi, python, sql, statistics, deep learning medium, machine learning medium, python high"
intern_0628,"data analytics, data science, gitlab, ms sql server, ms-excel, machine learning, power bi, python, sql, tableau, machine learning low, python medium"
intern_0629,"arcgis, c++ programming, computer vision, data analytics, economics, ms-excel, machine learning, opencv, power bi, python, sql, machine learning medium, python medium"
intern_0630,"data analytics, data science, ms-excel, ms-office, machine learning, power bi, python, sqlite, statistics, machine learning medium, python medium"
intern_0631,"amazon web services (aws), c programming, c++ programming, css, figma, flask, git, html, mongodb, node.js, postman, python, sql, python medium"
intern_0632,"data science, database management system (dbms), deep learning, machine learning, natural language processing (nlp), neural networks, python, sql, statistics, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0633,"c programming, c++ programming, java, sql, wordpress, python medium"
intern_0634,"c programming, computer vision, data science, data structures, deep learning, docker, flask, git, image processing, latex, matlab, machine learning, natural language processing (nlp), neural networks, opencv, python, rest api, sql, deep learning medium, machine learning medium, nlp low, python high"
intern_0635,".net, amazon web services (aws), computer vision, data analytics, data science, deep learning, image processing, ms-excel, machine learning, mongodb, natural language processing (nlp), neural networks, opencv, power bi, python, r programming, sql, statistics, tableau, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0636,"data analytics, data science, deep learning, flask, java, ms-excel, machine learning, natural language processing (nlp), power bi, python, sql, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0637,"adobe photoshop lightroom cc, computer vision, django, flask, git, github, machine learning, machine learning medium"
intern_0638,"artificial intelligence, blogging, c programming, content writing, creative writing, database management system (dbms), deep learning, english proficiency (spoken), english proficiency (written), java, machine learning, python, sql, search engine optimization (seo), deep learning low, machine learning medium, python medium"
intern_0639,"c programming, c++ programming, data structures, html, matlab, ms-excel, ms-office, ms-powerpoint, ms-word, python, r programming, sql, python high"
intern_0640,"bootstrap, css, docker, english proficiency (written), express.js, html, javascript, machine learning, microsoft azure, mongodb, node.js, python, machine learning low, python medium"
intern_0641,"artificial intelligence, business analysis, data analytics, data science, deep learning, java, machine learning, natural language processing (nlp), nosql, power bi, python, r programming, sas, sql, deep learning high, machine learning high, nlp medium, python high"
intern_0642,"business analysis, data analytics, data science, ms-excel, machine learning, natural language processing (nlp), python, sql, tableau, machine learning medium, nlp low, python medium"
intern_0643,"c programming, c++ programming, css, computer vision, deep learning, html, image processing, matlab, ms-excel, machine learning, mysql, php, python, reactjs, tailwind css, deep learning low, machine learning medium, python medium"
intern_0644,"flask, java, ms-excel, machine learning, mysql, natural language processing (nlp), python, sql, tableau, machine learning medium, nlp low, python high"
intern_0645,"big data analytics, c++ programming, data science, english proficiency (spoken), english proficiency (written), hadoop, matlab, ms-excel, python, sql, python high"
intern_0646,"c++ programming, data science, google analytics, machine learning, python, search engine marketing (sem), search engine optimization (seo), statistics, machine learning low, python low"
intern_0647,"adobe photoshop, c++ programming, css, dart, data structures, database management system (dbms), english proficiency (spoken), english proficiency (written), figma, flutter, html, mysql, python, python medium"
intern_0648,"c programming, c++ programming, css, data science, deep learning, html, javascript, machine learning, php, python, sql, deep learning low, machine learning low, python low"
intern_0649,"amazon web server (aws), amazon web services (aws), angularjs, bootstrap, c++ programming, ccna, css, express.js, git, github, google cloud computing, html, java, javascript, matlab, ms-office, mongodb, mysql, node.js, php, reactjs, shell scripting, software testing, tailwind css, vue js, wordpress, jquery, web3.js"
intern_0650,"artificial intelligence, c++ programming, cloud computing, data analytics, machine learning, mysql, python, rest api, machine learning medium, python medium"
intern_0651,"data structures, database management system (dbms), java, python, python medium"
intern_0652,"data science, deep learning, ms-excel, machine learning, natural language processing (nlp), python, sql, selenium, deep learning low, machine learning low, nlp low, python low"
intern_0653,"artificial intelligence, data analytics, data science, deep learning, docker, ms-excel, machine learning, natural language processing (nlp), python, sql, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0654,"algorithms, data analytics, data science, data structures, deep learning, ms-excel, machine learning, neural networks, opencv, python, sql, deep learning medium, machine learning medium, python medium"
intern_0655,
intern_0656,"computer vision, data analytics, data science, data structures, java, ms-excel, machine learning, natural language processing (nlp), python, sql, machine learning medium, nlp low, python low"
intern_0657,"c programming, computer vision, data analytics, data science, database management system (dbms), deep learning, financial modeling, ms-excel, ms-office, machine learning, mysql, natural language processing (nlp), neural networks, python, r programming, sql, deep learning medium, machine learning medium, nlp medium, python high"
intern_0658,"git, java, javascript, machine learning, python, sql, machine learning medium, python medium"
intern_0659,"c++ programming, cloud computing, data science, python, sql, python high"
intern_0660,"adobe photoshop, artificial intelligence, data science, digital marketing, english proficiency (written), ms-excel, ms-word, machine learning, python, machine learning low, python low"
intern_0661,"c++ programming, english proficiency (spoken), python, python low"
intern_0662,"c++ programming, css, computer vision, data analytics, data science, data structures, database management system (dbms), deep learning, html, java, javascript, machine learning, mysql, neural networks, php, python, r programming, deep learning medium, machine learning medium, python medium"
intern_0663,"arduino, bootstrap, css, data science, data structures, deep learning, embedded systems, flask, git, github, html, internet of things (iot), java, javascript, mean/mern stack, ms-excel, machine learning, mongodb, mysql, natural language processing (nlp), node.js, pcb design, postman, python, rest api, reactjs, redux, sql, deep learning low, machine learning medium, nlp low, python medium"
intern_0664,"data analytics, deep learning, matlab, machine learning, python, deep learning medium, machine learning medium, python medium"
intern_0665,"blogging, british english, c programming, c++ programming, css, client interaction, computer networks, copywriting, creative writing, data science, english proficiency (spoken), english proficiency (written), html, java, javascript, ms-excel, ms-word, mathematics, online teaching, php, python, subject matter expert (sme), teaching, transcription, translation, python medium"
intern_0666,"apache, bootstrap, css, data science, data structures, database management system (dbms), deep learning, design thinking, english proficiency (spoken), english proficiency (written), html, java, javascript, ms-excel, ms-powerpoint, machine learning, mysql, php, python, sql, teaching, deep learning low, machine learning low, python medium"
intern_0667,".net, algorithms, artificial intelligence, c programming, css, computer vision, data science, data structures, deep learning, english proficiency (spoken), english proficiency (written), html, java, javascript, matlab, machine learning, natural language processing (nlp), neural networks, python, r programming, deep learning medium, machine learning low, nlp low, python high"
intern_0668,"sql, python medium"
intern_0669,"c programming, c++ programming, java, power bi, python, r programming, tableau, python medium"
intern_0670,"machine learning, model view controller(mvc), python, translation, machine learning low, python low"
intern_0671,"blockchain, c programming, embedded systems, html, internet of things (iot), java, plc scada, plc programming, python, sql, python medium"
intern_0672,"arcgis, artificial intelligence, c programming, c++ programming, data analytics, data science, database management system (dbms), deep learning, english proficiency (written), gnu octave, image processing, java, machine learning, mongodb, mysql, neural networks, nosql, python, r programming, sql, video editing, deep learning low, machine learning medium, python medium"
intern_0673,"deep learning, java, machine learning, python, deep learning low, machine learning low, python medium"
intern_0674,"big data analytics, c programming, data analytics, data science, django, java, javascript, machine learning, neural networks, node.js, php, python, reactjs, machine learning medium, python medium"
intern_0675,".net, artificial intelligence, computer vision, data analytics, data science, deep learning, django, javascript, machine learning, natural language processing (nlp), power bi, python, r programming, sql, deep learning high, machine learning high, nlp medium, python high"
intern_0676,"c++ programming, css, html, java, javascript, machine learning, mysql, python, machine learning medium, python low"
intern_0677,"ajax, asp.net, angularjs, bootstrap, c#.net, css, html, javascript, node.js, reactjs, sql"
intern_0678,adobe dreamweaver
intern_0679,"computer vision, creative writing, data analytics, data science, data structures, deep learning, english proficiency (spoken), image processing, ms-excel, machine learning, mysql, neural networks, opencv, python, sql, tableau, deep learning medium, machine learning medium, python medium"
intern_0680,"database management system (dbms), deep learning, ms-excel, ms-office, machine learning, power bi, python, r programming, sql, tableau, deep learning medium, machine learning medium, python medium"
intern_0681,"css, html, javascript, ms-excel, ms-powerpoint, ms-word"
intern_0682,"css, html, java, javascript, php, python, python low"
intern_0683,"c++ programming, css, creative writing, english proficiency (written), html, javascript"
intern_0684,
intern_0685,"data analytics, golang, java, machine learning, postgresql, python, machine learning high, python high"
intern_0686,"data analytics, database management system (dbms), english proficiency (spoken), english proficiency (written), ms-excel, machine learning, python, sql, statistics, tableau, machine learning medium, python medium"
intern_0687,
intern_0688,"c programming, html, java, mysql, sql"
intern_0689,"artificial intelligence, deep learning, effective communication, machine learning, power bi, python, deep learning medium, machine learning medium, python medium"
intern_0690,"business research, c programming, c++ programming, data analytics, data science, data structures, deep learning, english proficiency (spoken), english proficiency (written), flutter, html, hadoop, java, javascript, linux, ms-excel, machine learning, mongodb, natural language processing (nlp), python, reactjs, sql, tableau, deep learning low, machine learning medium, nlp low, python medium"
intern_0691,"arduino, c programming, c++ programming, data analytics, data science, deep learning, embedded systems, english proficiency (spoken), english proficiency (written), internet of things (iot), ms-excel, ms-word, machine learning, power bi, python, robotics, sql, deep learning low, machine learning low, python medium"
intern_0692,"data analytics, database management system (dbms), ms-excel, machine learning, python, sql, statistics, tableau, machine learning medium, python medium"
intern_0693,"algorithms, artificial intelligence, computer vision, data analytics, data science, data structures, deep learning, django, fastapi, figma, firebase, machine learning, opencv, postgresql, python, deep learning low, machine learning medium, python medium"
intern_0694,
intern_0695,"computer vision, data analytics, data science, deep learning, machine learning, natural language processing (nlp), python, sql, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0696,"c programming, data science, flutter, machine learning, mysql, python, machine learning medium, python medium"
intern_0697,"data analytics, deep learning, machine learning, mysql, power bi, python, tableau, deep learning medium, machine learning medium, python medium"
intern_0698,"data analytics, data science, ms-excel, machine learning, power bi, python, sql, tableau, machine learning low, python high"
intern_0699,"adobe photoshop, data science, data structures, interpersonal skills, ms-excel, ms-powerpoint, ms-word, machine learning, neural networks, postgresql, power bi, python, spss, sql, search engine optimization (seo), tableau, machine learning high, python high"
intern_0700,"amazon web server (aws), artificial intelligence, big data analytics, cloud computing, computer vision, data analytics, data science, data structures, deep learning, english proficiency (spoken), english proficiency (written), github, hadoop, java, linux, ms-excel, ms-office, ms-powerpoint, ms-word, machine learning, mysql, natural language processing (nlp), neural networks, power bi, python, r programming, research and analytics, sql, statistics, tableau, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0701,"machine learning, natural language processing (nlp), power bi, python, sql, machine learning high, nlp low, python medium"
intern_0702,"apache kafka, data analytics, data science, deep learning, ms-excel, machine learning, python, reactjs, sql, deep learning low, machine learning low, python medium"
intern_0703,"artificial intelligence, computer vision, data analytics, data science, deep learning, docker, english proficiency (spoken), english proficiency (written), hadoop, java, javascript, ms-excel, ms-office, ms-powerpoint, machine learning, mongodb, mysql, nosql, python, r programming, sql, statistical modeling, tableau, deep learning low, machine learning low, python medium"
intern_0704,"c programming, c++ programming, css, express.js, figma, git, html, mongodb, mysql, node.js, python, reactjs, python medium"
intern_0705,"c programming, c++ programming, computer vision, machine learning, project management, python, user interface (ui) development, machine learning low, python low"
intern_0706,"business analysis, data analytics, data science, ms-excel, machine learning, python, sql, tableau, machine learning high, python high"
intern_0707,"business analysis, css, data analytics, data science, data structures, deep learning, english proficiency (spoken), english proficiency (written), html, hadoop, java, javascript, matlab, ms sql server, ms-excel, machine learning, mysql, neural networks, php, postgresql, power bi, python, r programming, sql, statistical modeling, statistics, deep learning medium, machine learning high, python high"
intern_0708,"adobe photoshop, algorithms, artificial intelligence, big data analytics, c programming, c++ programming, css, computer vision, creative writing, data analytics, data science, data structures, database management system (dbms), deep learning, effective communication, english proficiency (spoken), english proficiency (written), html, java, linear programming, ms-excel, ms-office, machine learning, mathematics, mysql, natural language processing (nlp), neural networks, nosql, parallel thinking, power bi, python, sql, tableau, deep learning high, machine learning medium, nlp medium, python high"
intern_0709,
intern_0710,"data analytics, data science, data structures, ms-excel, machine learning, mysql, power bi, python, sql, statistics, machine learning medium, python medium"
intern_0711,"data analytics, data science, data structures, database management system (dbms), machine learning, mysql, python, wordpress, machine learning medium, python medium"
intern_0712,"c programming, html, matlab, ms-excel, ms-office, ms-powerpoint, python, sql, tableau, vhdl, python medium"
intern_0713,"american english, business analysis, business research, english proficiency (spoken)"
intern_0714,"artificial intelligence, cloud computing, database management system (dbms), deep learning, ms-excel, machine learning, python, sql, statistical modeling, deep learning medium, machine learning high, python high"
intern_0715,"c programming, c++ programming, css, data science, data structures, html, java, javascript, machine learning, mysql, python, machine learning low, python low"
intern_0716,"c++ programming, english proficiency (spoken), html, ms-excel, ms-word"
intern_0717,"adobe audition, arabic proficiency (spoken), css, dietetics/nutrition, django, firebase, gimp, gazebo, html, helioscope, japanese proficiency (spoken), java, javascript, marathi proficiency(spoken), mongodb, mysql, power bi, python, rest api, reactjs, search engine optimization (seo), tableau, tailwind css, wordpress, youtube ads, python medium"
intern_0718,"english proficiency (spoken), english proficiency (written), html, java, machine learning, python, machine learning medium, python high"
intern_0719,
intern_0720,"c++ programming, java"
intern_0721,"cloud computing, computer vision, data analytics, data science, data structures, database management system (dbms), deep learning, django, html, machine learning, natural language processing (nlp), neural networks, python, sql, shell scripting, deep learning medium, machine learning medium, nlp medium, python high"
intern_0722,"c programming, c++ programming, cloud computing, python, python medium"
intern_0723,"data analytics, data science, deep learning, github, machine learning, mysql, natural language processing (nlp), neural networks, python, sql, deep learning low, machine learning medium, nlp low, python medium"
intern_0724,"algorithms, artificial intelligence, c++ programming, ci/cd, cloud firestore, computer networks, computer vision, database management system (dbms), deep learning, firebase, github, image processing, ms-excel, machine learning, neural networks, power bi, python, sql, vs code, xml, deep learning medium, machine learning medium, python medium"
intern_0725,ms-excel
intern_0726,"c programming, c++ programming, computer vision, creative writing, data science, data structures, deep learning, english proficiency (spoken), english proficiency (written), image processing, ms-excel, ms-word, machine learning, mathematics, neural networks, python, research and analytics, deep learning medium, machine learning medium, python medium"
intern_0727,"data analytics, data science, data structures, deep learning, java, ms-excel, machine learning, mongodb, natural language processing (nlp), python, sql, tableau, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0728,"arduino, artificial intelligence, c++ programming, computer networks, data structures, database management system (dbms), deep learning, hadoop, image processing, java, matlab, machine learning, mongodb, natural language processing (nlp), postgresql, python, raspberry pi, deep learning high, machine learning high, nlp medium, python high"
intern_0729,"computer vision, data analytics, data science, deep learning, english proficiency (spoken), google analytics, ms-excel, machine learning, python, sql, tableau, deep learning low, machine learning medium, python medium"
intern_0730,"c programming, data analytics, data structures, deep learning, django, java, laravel, machine learning, mongodb, natural language processing (nlp), opencv, power bi, python, rest api, sql, spring mvc, deep learning medium, machine learning low, nlp low, python high"
intern_0731,"data analytics, data science, database management system (dbms), deep learning, git, github, ms-excel, machine learning, postgresql, power bi, python, sql, statistical modeling, tableau, visual basic (vb), deep learning medium, machine learning medium, python medium"
intern_0732,"algorithms, c++ programming, css, data structures, deep learning, html, javascript, machine learning, node.js, python, sql, deep learning low, machine learning medium, python medium"
intern_0733,"business analysis, data analytics, data science, ms-excel, research and analytics"
intern_0734,"android, c++ programming, data analytics, data science, deep learning, django, github, java, kotlin, ms-excel, machine learning, mysql, natural language processing (nlp), neural networks, python, sql, ui & ux design, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0735,"android, c programming, c++ programming, computer vision, data analytics, data science, deep learning, image processing, java, machine learning, natural language processing (nlp), opencv, python, sql, unity 3d, deep learning medium, machine learning high, nlp high, python high"
intern_0736,"angular 7.0, angularjs, arduino, bootstrap, c programming, css, computer vision, data analytics, data science, data structures, database management system (dbms), deep learning, express.js, flask, html, java, javascript, ms-excel, machine learning, mysql, natural language processing (nlp), node.js, postgresql, power bi, python, r programming, raspberry pi, sql, tableau, deep learning medium, machine learning medium, nlp medium, python high"
intern_0737,"data analytics, data science, deep learning, english proficiency (spoken), english proficiency (written), hadoop, ms-excel, machine learning, power bi, python, r programming, research and analytics, sql, statistics, tableau, deep learning medium, machine learning medium, python medium"
intern_0738,"autocad, c++ programming, data analytics, database management system (dbms), java, linear programming, matlab, ms-excel, ms-powerpoint, ms-word, machine learning, power bi, python, sql, staad.pro, solidworks, statistical modeling, statistics, machine learning medium, python high"
intern_0739,"algorithms, artificial intelligence, business analysis, data analytics, data science, data structures, deep learning, financial modeling, github, google suite (g suite), matlab, machine learning, mongodb, mysql, natural language processing (nlp), nosql, power bi, python, r programming, sql, statistical modeling, tableau, deep learning low, machine learning high, nlp medium, python medium"
intern_0740,"data analytics, data science, javascript, machine learning, mongodb, node.js, python, reactjs, machine learning medium, python medium"
intern_0741,"cloud computing, computer vision, data analytics, data science, data structures, deep learning, django, english proficiency (spoken), english proficiency (written), ethical hacking, git, git bash, github, html, java, javascript, ms-excel, machine learning, mysql, python, sql, spring mvc, deep learning low, machine learning low, python low"
intern_0742,"c programming, c++ programming, computer vision, data science, data structures, deep learning, english proficiency (spoken), english proficiency (written), image processing, ms-excel, ms-office, ms-powerpoint, ms-word, machine learning, mathematics, neural networks, opencv, python, research and analytics, statistics, deep learning medium, machine learning medium, python medium"
intern_0743,"data analytics, data science, database management system (dbms), email marketing, ms-excel, machine learning, market research, natural language processing (nlp), power bi, project management, python, sql, statistics, tableau, video editing, machine learning medium, nlp medium, python medium"
intern_0744,"content writing, docker, ms-excel, machine learning, opencv, power bi, python, sql, machine learning low, python medium"
intern_0745,"data science, javascript, machine learning, python, reactjs, sql, machine learning medium, python medium"
intern_0746,"c programming, c++ programming, data analytics, data science, deep learning, kubernetes, linux, ms-excel, machine learning, mathematics, mysql, power bi, python, deep learning low, machine learning low, python medium"
intern_0747,"css, computer vision, data science, deep learning, django, express.js, html, javascript, mean/mern stack, machine learning, mongodb, node.js, python, reactjs, deep learning medium, machine learning medium, python medium"
intern_0748,"amazon web services (aws), bash, css, canva, data structures, database management system (dbms), git bash, github, html, internet of things (iot), javascript, ms-excel, ms-office, ms-powerpoint, machine learning, reactjs, sql, wordpress, machine learning medium"
intern_0749,"bootstrap, c programming, c++ programming, css, data science, data structures, deep learning, english proficiency (spoken), english proficiency (written), express.js, html, java, javascript, machine learning, mysql, natural language processing (nlp), neural networks, node.js, php, python, sql, deep learning medium, jquery, machine learning low, nlp low, python medium"
intern_0750,"c programming, javascript, machine learning, php, python, sql, machine learning low, python medium"
intern_0751,"c++ programming, css, golang, html, java, machine learning, php, python, wordpress, machine learning medium, python medium"
intern_0752,"data structures, english proficiency (written), hindi proficiency (spoken), hindi proficiency(written), python, python medium"
intern_0753,"c programming, data analytics, data science, data structures, deep learning, java, javascript, ms-excel, machine learning, python, r programming, deep learning medium, machine learning medium, python medium"
intern_0754,"c programming, java, python, sql, python high"
intern_0755,"data analytics, data science, data structures, java, machine learning, mysql, power bi, python, machine learning medium, python medium"
intern_0756,"css, flutter, html, machine learning, natural language processing (nlp), python, reactjs, machine learning medium, nlp medium, python medium"
intern_0757,"data science, javascript, machine learning, natural language processing (nlp), opencv, php, python, reactjs, machine learning medium, nlp low, python high"
intern_0758,"data analytics, machine learning, power bi, sales, machine learning low, python medium"
intern_0759,"adobe audition, adobe dreamweaver, adobe illustrator, business analysis, business research, css, data analytics, data science, deep learning, digital marketing, effective communication, english proficiency (spoken), english proficiency (written), enterprise resource planning(erp), financial literacy, google adwords, google analytics, google cloud computing, google workspace, html, linux, ms-excel, ms-office, machine learning, mysql, natural language processing (nlp), product management, project management, python, r programming, research and analytics, sql, sqlite, statistical modeling, deep learning medium, machine learning medium, nlp low, python high"
intern_0760,"blogging, copywriting, database management system (dbms), english proficiency (spoken), english proficiency (written), linux, ms-excel, python, sql, python medium"
intern_0761,"algorithms, computer vision, data analytics, data science, deep learning, ms-excel, machine learning, natural language processing (nlp), power bi, python, sql, deep learning medium, machine learning high, nlp low, python medium"
intern_0762,"business analysis, data analytics, data science, deep learning, ms-excel, machine learning, natural language processing (nlp), power bi, python, research and analytics, sql, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0763,"artificial intelligence, business analysis, data analytics, data science, database management system (dbms), deep learning, english proficiency (spoken), english proficiency (written), ms-excel, ms-office, ms-powerpoint, ms-word, machine learning, mathematics, natural language processing (nlp), power bi, python, research and analytics, sql, statistics, tableau, time management, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0764,"deep learning, java, ms-excel, machine learning, python, deep learning low, machine learning low, python medium"
intern_0765,"c programming, c++ programming, css, canva, html, java, javascript, python, python low"
intern_0766,"c programming, css, data analytics, html, machine learning, natural language processing (nlp), python, sql, machine learning high, nlp high, python high"
intern_0767,"algorithms, c programming, css, computer vision, data analytics, data science, data structures, deep learning, english proficiency (spoken), english proficiency (written), html, java, javafx, javascript, ms-excel, ms-powerpoint, ms-word, machine learning, mysql, natural language processing (nlp), neural networks, power bi, python, reactjs, research and analytics, sql, tamil proficiency (spoken), tamil proficiency (written), teaching, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0768,"algorithms, artificial intelligence, c programming, computer vision, data analytics, data science, data structures, deep learning, matlab, ms-excel, machine learning, mathematics, mongodb, natural language processing (nlp), opencv, postgresql, python, sql, statistics, tableau, deep learning high, machine learning high, nlp high, python high"
intern_0769,"artificial intelligence, deep learning, machine learning, r programming, sql, deep learning low, machine learning low, python medium"
intern_0770,"data analytics, deep learning, matlab, ms-excel, machine learning, python, sql, statistics, deep learning medium, machine learning medium, python medium"
intern_0771,"eviews, python, tableau, python low"
intern_0772,"css, database management system (dbms), html, machine learning, python, machine learning low, python low"
intern_0773,"data analytics, data science, deep learning, english proficiency (spoken), english proficiency (written), ms-excel, machine learning, natural language processing (nlp), postgresql, python, research and analytics, sql, deep learning low, machine learning medium, nlp low, python medium"
intern_0774,"adobe photoshop, bootstrap, c++ programming, cms, css, data structures, git, github, html, javascript, mysql, php, python, ruby on rails, wordpress, python medium"
intern_0775,"data analytics, data science, deep learning, ms-excel, ms-powerpoint, machine learning, natural language processing (nlp), python, sql, statistics, deep learning medium, machine learning medium, nlp medium, python high"
intern_0776,"amazon web services (aws), bengali proficiency (spoken), bengali proficiency (written), bodo proficiency(written), business analysis, computer vision, data analytics, data science, data structures, deep learning, dogri proficiency(written), english proficiency (spoken), english proficiency (written), github, hindi proficiency (spoken), hindi proficiency (written), ms-excel, ms-powerpoint, ms-word, machine learning, neural networks, postgresql, power bi, python, sql, statistics, tableau, deep learning medium, machine learning medium, python medium"
intern_0777,
intern_0778,"bioinformatics, business analysis, c programming, c++ programming, css, data analytics, data science, deep learning, git, github, google analytics, html, javascript, ms-office, machine learning, python, sql, vs code, deep learning medium, machine learning medium, python medium"
intern_0779,"data analytics, data science, github, java, machine learning, python, sql, machine learning low, python medium"
intern_0780,"data science, django, machine learning, mysql, python, machine learning medium, python medium"
intern_0781,"amazon web server (aws), data analytics, deep learning, ms-excel, machine learning, mysql, natural language processing (nlp), opencv, power bi, python, tableau, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0782,"adobe photoshop, bengali proficiency (spoken), bengali proficiency (written), c programming, c++ programming, data analytics, english proficiency (spoken), english proficiency (written), ethical hacking, hindi proficiency (spoken), ms-excel, ms-office, machine learning, physics, python, social media marketing, video editing, machine learning medium, python low"
intern_0783,"blockchain, express.js, image processing, internet of things (iot), machine learning, natural language processing (nlp), next.js, node.js, reactjs, solidity, machine learning high, nlp medium, web3.js"
intern_0784,"data analytics, data science, english proficiency (spoken), english proficiency (written), ms-excel, machine learning, python, sql, statistics, machine learning medium, python high"
intern_0785,"c programming, computer vision, data analytics, data science, data structures, deep learning, django, flask, java, ms-excel, machine learning, natural language processing (nlp), power bi, python, sql, statistics, deep learning medium, machine learning medium, nlp medium, python high"
intern_0786,
intern_0787,"artificial intelligence, computer vision, data analytics, data science, deep learning, flask, ms-excel, machine learning, mysql, natural language processing (nlp), python, deep learning high, machine learning high, nlp high, python high"
intern_0788,"accounting, business research, client relationship, computer vision, data analytics, data science, deep learning, english proficiency (spoken), english proficiency (written), financial modeling, ms-excel, ms-office, machine learning, natural language processing (nlp), opencv, power bi, python, research and analytics, sql, statistics, tableau, tally, time management, deep learning medium, machine learning high, nlp medium, python high"
intern_0789,"c programming, c++ programming, css, content writing, english proficiency (written), html, java, javascript, ms-office, mysql, oracle, php, transcription, vs code"
intern_0790,"big data analytics, database management system (dbms), ms sql server, ms-excel, ms-powerpoint, power bi, python, sql, statistical modeling, tableau, python low"
intern_0791,"ms-excel, machine learning, mysql, python, machine learning low, python medium"
intern_0792,"c programming, c++ programming, data science, english proficiency (spoken), libreoffice, ms-excel, ms-powerpoint, ms-word, mysql, python, r programming, sas, python medium"
intern_0793,"arduino, css, data analytics, data structures, database management system (dbms), django, html, internet of things (iot), java, javascript, machine learning, mysql, python, machine learning medium, python high"
intern_0794,"algorithms, c programming, data structures, deep learning, ms-excel, machine learning, mathematics, neural networks, python, deep learning medium, machine learning medium, python medium"
intern_0795,"c programming, computer vision, data science, data structures, deep learning, django, flask, matlab, machine learning, natural language processing (nlp), neural networks, python, sql, deep learning medium, machine learning medium, nlp low, python medium"
intern_0796,
intern_0797,
intern_0798,"artificial intelligence, data science, deep learning, machine learning, natural language processing (nlp), deep learning low, machine learning low, nlp low, python medium"
intern_0799,"c programming, data analytics, data science, deep learning, html, java, machine learning, natural language processing (nlp), opencv, postgresql, python, tableau, deep learning medium, machine learning medium, nlp low, python medium"
intern_0800,"data science, machine learning, python, machine learning medium, python medium"
intern_0801,"c programming, css, canva, content writing, data structures, deep learning, english proficiency (spoken), english proficiency (written), html, javascript, matlab, ms-excel, ms-office, machine learning, natural language processing (nlp), neural networks, python, deep learning medium, machine learning medium, nlp low, python medium"
intern_0802,"css, html, javascript, python, reactjs, sql, python medium"
intern_0803,"algorithms, artificial intelligence, cloud computing, creative writing, data analytics, data science, data structures, deep learning, ms-excel, machine learning, mathematics, python, sql, tableau, deep learning low, machine learning medium, python medium"
intern_0804,"artificial intelligence, data science, database management system (dbms), machine learning, python, machine learning high, python high"
intern_0805,"data analytics, deep learning, machine learning, natural language processing (nlp), neural networks, sql, tableau, deep learning medium, machine learning medium, nlp low, python high"
intern_0806,"arduino, autodesk fusion 360, c programming, c++ programming, english proficiency (spoken), english proficiency (written), matlab, machine learning, mathematics, python, raspberry pi, machine learning medium, python high"
intern_0807,"algorithms, autocad, autodesk fusion 360, autodesk inventor, blockchain, c++ programming, css, data structures, digital marketing, ethereum, html, java, javascript, ms-excel, ms-powerpoint, ms-word, project management, social media marketing, video editing"
intern_0808,"arduino, artificial intelligence, c programming, css, html, image processing, internet of things (iot), java, javascript, matlab, machine learning, natural language processing (nlp), opencv, python, machine learning low, nlp low, python low"
intern_0809,"autocad, c++ programming, django, ms-excel, python, ui & ux design, python high"
intern_0810,"c programming, c++ programming, github, html, java, javascript, ms-excel, ms-office, ms-powerpoint, ms-word, machine learning, mysql, python, machine learning low, python medium"
intern_0811,"big data analytics, deep learning, machine learning, python, sql, tableau, deep learning medium, machine learning medium, python medium"
intern_0812,"data analytics, data science, deep learning, machine learning, natural language processing (nlp), python, deep learning low, machine learning low, nlp low, python low"
intern_0813,"android, data analytics, data science, java, machine learning, machine learning medium"
intern_0814,"blogging, c programming, c++ programming, css, canva, creative writing, data analytics, data science, data structures, deep learning, english proficiency (spoken), english proficiency (written), html, javascript, ms-excel, ms-powerpoint, machine learning, mysql, node.js, power bi, python, reactjs, sql, social media marketing, deep learning low, machine learning medium, python medium"
intern_0815,"adobe after effects, algorithms, android, animation, arduino, artificial intelligence, autocad, bootstrap, business research, c programming, c#, c++ programming, css, cakephp, computer vision, data analytics, data science, data structures, database management system (dbms), deep learning, django, english proficiency (spoken), english proficiency (written), figma, firebase, firebase cloud messaging, flutter, github, html, hibernate (java), java, javascript, kotlin, ms-excel, machine learning, mathematics, mongodb, mysql, natural language processing (nlp), neural networks, node.js, opencv, php, power bi, python, r programming, rest api, react native, reactjs, research and analytics, robot operating system (ros), sql, search engine optimization (seo), statistical modeling, swing (java), typescript, ui & ux design, unity 3d, user interface (ui) development, vs code, windows mobile application development, wireframing, xml, deep learning low, machine learning medium, nlp low, python high"
intern_0816,"data analytics, data science, data structures, deep learning, machine learning, natural language processing (nlp), python, deep learning medium, machine learning medium, nlp low, python medium"
